orf,Filter Name,omcl
,OMCL in Tryps,OG5_146292
,OMCL in Tryps,OG5_135607
,OMCL in Tryps,OG5_127640
,OMCL in Tryps,OG5_128454
,OMCL in Tryps,OG5_130204
,OMCL in Tryps,OG5_130285
,OMCL in Tryps,OG5_156152
,OMCL in Tryps,OG5_126827
,OMCL in Tryps,OG5_131708
,OMCL in Tryps,OG5_140132
,OMCL in Tryps,OG5_128427
,OMCL in Tryps,OG5_130862
,OMCL in Tryps,OG5_135991
,OMCL in Tryps,OG5_127625
,OMCL in Tryps,OG5_130474
,OMCL in Tryps,OG5_131259
,OMCL in Tryps,OG5_155733
,OMCL in Tryps,OG5_130657
,OMCL in Tryps,OG5_128663
,OMCL in Tryps,OG5_146850
,OMCL in Tryps,OG5_137924
,OMCL in Tryps,OG5_176218
,OMCL in Tryps,OG5_136160
,OMCL in Tryps,OG5_135397
,OMCL in Tryps,OG5_169883
,OMCL in Tryps,OG5_144657
,OMCL in Tryps,OG5_128391
,OMCL in Tryps,OG5_135417
,OMCL in Tryps,OG5_130337
,OMCL in Tryps,OG5_153755
,OMCL in Tryps,OG5_157012
,OMCL in Tryps,OG5_128011
,OMCL in Tryps,OG5_132460
,OMCL in Tryps,OG5_128154
,OMCL in Tryps,OG5_129513
,OMCL in Tryps,OG5_138650
,OMCL in Tryps,OG5_135380
,OMCL in Tryps,OG5_136870
,OMCL in Tryps,OG5_127296
,OMCL in Tryps,OG5_157016
,OMCL in Tryps,OG5_128859
,OMCL in Tryps,OG5_134273
,OMCL in Tryps,OG5_129210
,OMCL in Tryps,OG5_136550
,OMCL in Tryps,OG5_129755
,OMCL in Tryps,OG5_130395
,OMCL in Tryps,OG5_131264
,OMCL in Tryps,OG5_180359
,OMCL in Tryps,OG5_127675
,OMCL in Tryps,OG5_182507
,OMCL in Tryps,OG5_180470
,OMCL in Tryps,OG5_135296
,OMCL in Tryps,OG5_147569
,OMCL in Tryps,OG5_180515
,OMCL in Tryps,OG5_152838
,OMCL in Tryps,OG5_135116
,OMCL in Tryps,OG5_134684
,OMCL in Tryps,OG5_146776
,OMCL in Tryps,OG5_171950
,OMCL in Tryps,OG5_179562
,OMCL in Tryps,OG5_135120
,OMCL in Tryps,OG5_131004
,OMCL in Tryps,OG5_128999
,OMCL in Tryps,OG5_134779
,OMCL in Tryps,OG5_152777
,OMCL in Tryps,OG5_127069
,OMCL in Tryps,OG5_135253
,OMCL in Tryps,OG5_180537
,OMCL in Tryps,OG5_129261
,OMCL in Tryps,OG5_137986
,OMCL in Tryps,OG5_150101
,OMCL in Tryps,OG5_129502
,OMCL in Tryps,OG5_180584
,OMCL in Tryps,OG5_129497
,OMCL in Tryps,OG5_171923
,OMCL in Tryps,OG5_138420
,OMCL in Tryps,OG5_128648
,OMCL in Tryps,OG5_131592
,OMCL in Tryps,OG5_150687
,OMCL in Tryps,OG5_129720
,OMCL in Tryps,OG5_194803
,OMCL in Tryps,OG5_200765
,OMCL in Tryps,OG5_128351
,OMCL in Tryps,OG5_134513
,OMCL in Tryps,OG5_152718
,OMCL in Tryps,OG5_156985
,OMCL in Tryps,OG5_222405
,OMCL in Tryps,OG5_129538
,OMCL in Tryps,OG5_137933
,OMCL in Tryps,OG5_136576
,OMCL in Tryps,OG5_169673
,OMCL in Tryps,OG5_132479
,OMCL in Tryps,OG5_169538
,OMCL in Tryps,OG5_136065
,OMCL in Tryps,OG5_128530
,OMCL in Tryps,OG5_157039
,OMCL in Tryps,OG5_129453
,OMCL in Tryps,OG5_140177
,OMCL in Tryps,OG5_131331
,OMCL in Tryps,OG5_127875
,OMCL in Tryps,OG5_146756
,OMCL in Tryps,OG5_132595
,OMCL in Tryps,OG5_130784
,OMCL in Tryps,OG5_142640
,OMCL in Tryps,OG5_136374
,OMCL in Tryps,OG5_194794
,OMCL in Tryps,OG5_127971
,OMCL in Tryps,OG5_171943
,OMCL in Tryps,OG5_130087
,OMCL in Tryps,OG5_180353
,OMCL in Tryps,OG5_139398
,OMCL in Tryps,OG5_128520
,OMCL in Tryps,OG5_129465
,OMCL in Tryps,OG5_129001
,OMCL in Tryps,OG5_128790
,OMCL in Tryps,OG5_129003
,OMCL in Tryps,OG5_131035
,OMCL in Tryps,OG5_127257
,OMCL in Tryps,OG5_152245
,OMCL in Tryps,OG5_127678
,OMCL in Tryps,OG5_157010
,OMCL in Tryps,OG5_139133
,OMCL in Tryps,OG5_135285
,OMCL in Tryps,OG5_235244
,OMCL in Tryps,OG5_171670
,OMCL in Tryps,OG5_176984
,OMCL in Tryps,OG5_126982
,OMCL in Tryps,OG5_129338
,OMCL in Tryps,OG5_129467
,OMCL in Tryps,OG5_129896
,OMCL in Tryps,OG5_132706
,OMCL in Tryps,OG5_127775
,OMCL in Tryps,OG5_163373
,OMCL in Tryps,OG5_136123
,OMCL in Tryps,OG5_139490
,OMCL in Tryps,OG5_135793
,OMCL in Tryps,OG5_136561
,OMCL in Tryps,OG5_139360
,OMCL in Tryps,OG5_180502
,OMCL in Tryps,OG5_134005
,OMCL in Tryps,OG5_130190
,OMCL in Tryps,OG5_136166
,OMCL in Tryps,OG5_152395
,OMCL in Tryps,OG5_127811
,OMCL in Tryps,OG5_155823
,OMCL in Tryps,OG5_152667
,OMCL in Tryps,OG5_128957
,OMCL in Tryps,OG5_128076
,OMCL in Tryps,OG5_132594
,OMCL in Tryps,OG5_156989
,OMCL in Tryps,OG5_128789
,OMCL in Tryps,OG5_131476
,OMCL in Tryps,OG5_129331
,OMCL in Tryps,OG5_134527
,OMCL in Tryps,OG5_132303
,OMCL in Tryps,OG5_136137
,OMCL in Tryps,OG5_137000
,OMCL in Tryps,OG5_129286
,OMCL in Tryps,OG5_128844
,OMCL in Tryps,OG5_245594
,OMCL in Tryps,OG5_194826
,OMCL in Tryps,OG5_156995
,OMCL in Tryps,OG5_127581
,OMCL in Tryps,OG5_136130
,OMCL in Tryps,OG5_126646
,OMCL in Tryps,OG5_129162
,OMCL in Tryps,OG5_149500
,OMCL in Tryps,OG5_155322
,OMCL in Tryps,OG5_136951
,OMCL in Tryps,OG5_128464
,OMCL in Tryps,OG5_160799
,OMCL in Tryps,OG5_127693
,OMCL in Tryps,OG5_129781
,OMCL in Tryps,OG5_149984
,OMCL in Tryps,OG5_149468
,OMCL in Tryps,OG5_135758
,OMCL in Tryps,OG5_180355
,OMCL in Tryps,OG5_180597
,OMCL in Tryps,OG5_128660
,OMCL in Tryps,OG5_130433
,OMCL in Tryps,OG5_139378
,OMCL in Tryps,OG5_133778
,OMCL in Tryps,OG5_129494
,OMCL in Tryps,OG5_130185
,OMCL in Tryps,OG5_129786
,OMCL in Tryps,OG5_128762
,OMCL in Tryps,OG5_128538
,OMCL in Tryps,OG5_138594
,OMCL in Tryps,OG5_133689
,OMCL in Tryps,OG5_137226
,OMCL in Tryps,OG5_131637
,OMCL in Tryps,OG5_132149
,OMCL in Tryps,OG5_130942
,OMCL in Tryps,OG5_127182
,OMCL in Tryps,OG5_150702
,OMCL in Tryps,OG5_128639
,OMCL in Tryps,OG5_131652
,OMCL in Tryps,OG5_149829
,OMCL in Tryps,OG5_157028
,OMCL in Tryps,OG5_131935
,OMCL in Tryps,OG5_176972
,OMCL in Tryps,OG5_136624
,OMCL in Tryps,OG5_135798
,OMCL in Tryps,OG5_140306
,OMCL in Tryps,OG5_152774
,OMCL in Tryps,OG5_127321
,OMCL in Tryps,OG5_129523
,OMCL in Tryps,OG5_194872
,OMCL in Tryps,OG5_127475
,OMCL in Tryps,OG5_153779
,OMCL in Tryps,OG5_129727
,OMCL in Tryps,OG5_127647
,OMCL in Tryps,OG5_134440
,OMCL in Tryps,OG5_129223
,OMCL in Tryps,OG5_132938
,OMCL in Tryps,OG5_200763
,OMCL in Tryps,OG5_137275
,OMCL in Tryps,OG5_126925
,OMCL in Tryps,OG5_147577
,OMCL in Tryps,OG5_133764
,OMCL in Tryps,OG5_129813
,OMCL in Tryps,OG5_133763
,OMCL in Tryps,OG5_128821
,OMCL in Tryps,OG5_128837
,OMCL in Tryps,OG5_128015
,OMCL in Tryps,OG5_149764
,OMCL in Tryps,OG5_129673
,OMCL in Tryps,OG5_153718
,OMCL in Tryps,OG5_136592
,OMCL in Tryps,OG5_129314
,OMCL in Tryps,OG5_157065
,OMCL in Tryps,OG5_134517
,OMCL in Tryps,OG5_130100
,OMCL in Tryps,OG5_245586
,OMCL in Tryps,OG5_136917
,OMCL in Tryps,OG5_194778
,OMCL in Tryps,OG5_175698
,OMCL in Tryps,OG5_180498
,OMCL in Tryps,OG5_136967
,OMCL in Tryps,OG5_128026
,OMCL in Tryps,OG5_136111
,OMCL in Tryps,OG5_131665
,OMCL in Tryps,OG5_137468
,OMCL in Tryps,OG5_144801
,OMCL in Tryps,OG5_171930
,OMCL in Tryps,OG5_130470
,OMCL in Tryps,OG5_153737
,OMCL in Tryps,OG5_159600
,OMCL in Tryps,OG5_128710
,OMCL in Tryps,OG5_157056
,OMCL in Tryps,OG5_156015
,OMCL in Tryps,OG5_129239
,OMCL in Tryps,OG5_134356
,OMCL in Tryps,OG5_136112
,OMCL in Tryps,OG5_180580
,OMCL in Tryps,OG5_180479
,OMCL in Tryps,OG5_131516
,OMCL in Tryps,OG5_157052
,OMCL in Tryps,OG5_134004
,OMCL in Tryps,OG5_136074
,OMCL in Tryps,OG5_245596
,OMCL in Tryps,OG5_177202
,OMCL in Tryps,OG5_130120
,OMCL in Tryps,OG5_140288
,OMCL in Tryps,OG5_129717
,OMCL in Tryps,OG5_153732
,OMCL in Tryps,OG5_152840
,OMCL in Tryps,OG5_138415
,OMCL in Tryps,OG5_127041
,OMCL in Tryps,OG5_180544
,OMCL in Tryps,OG5_155695
,OMCL in Tryps,OG5_132042
,OMCL in Tryps,OG5_152828
,OMCL in Tryps,OG5_139372
,OMCL in Tryps,OG5_179001
,OMCL in Tryps,OG5_194780
,OMCL in Tryps,OG5_141372
,OMCL in Tryps,OG5_180382
,OMCL in Tryps,OG5_130317
,OMCL in Tryps,OG5_180425
,OMCL in Tryps,OG5_129080
,OMCL in Tryps,OG5_134945
,OMCL in Tryps,OG5_180559
,OMCL in Tryps,OG5_131169
,OMCL in Tryps,OG5_152908
,OMCL in Tryps,OG5_152783
,OMCL in Tryps,OG5_128267
,OMCL in Tryps,OG5_129260
,OMCL in Tryps,OG5_180380
,OMCL in Tryps,OG5_152827
,OMCL in Tryps,OG5_138660
,OMCL in Tryps,OG5_180540
,OMCL in Tryps,OG5_136801
,OMCL in Tryps,OG5_133623
,OMCL in Tryps,OG5_129925
,OMCL in Tryps,OG5_128945
,OMCL in Tryps,OG5_180565
,OMCL in Tryps,OG5_136574
,OMCL in Tryps,OG5_162929
,OMCL in Tryps,OG5_129297
,OMCL in Tryps,OG5_128851
,OMCL in Tryps,OG5_136362
,OMCL in Tryps,OG5_130971
,OMCL in Tryps,OG5_136886
,OMCL in Tryps,OG5_133771
,OMCL in Tryps,OG5_194776
,OMCL in Tryps,OG5_128830
,OMCL in Tryps,OG5_137716
,OMCL in Tryps,OG5_136149
,OMCL in Tryps,OG5_153713
,OMCL in Tryps,OG5_193777
,OMCL in Tryps,OG5_129944
,OMCL in Tryps,OG5_127183
,OMCL in Tryps,OG5_136919
,OMCL in Tryps,OG5_153029
,OMCL in Tryps,OG5_128201
,OMCL in Tryps,OG5_137406
,OMCL in Tryps,OG5_174060
,OMCL in Tryps,OG5_130680
,OMCL in Tryps,OG5_139409
,OMCL in Tryps,OG5_137979
,OMCL in Tryps,OG5_128024
,OMCL in Tryps,OG5_180512
,OMCL in Tryps,OG5_180341
,OMCL in Tryps,OG5_132606
,OMCL in Tryps,OG5_128593
,OMCL in Tryps,OG5_129199
,OMCL in Tryps,OG5_146788
,OMCL in Tryps,OG5_127621
,OMCL in Tryps,OG5_180407
,OMCL in Tryps,OG5_129745
,OMCL in Tryps,OG5_137947
,OMCL in Tryps,OG5_132365
,OMCL in Tryps,OG5_129957
,OMCL in Tryps,OG5_129572
,OMCL in Tryps,OG5_129953
,OMCL in Tryps,OG5_136116
,OMCL in Tryps,OG5_160764
,OMCL in Tryps,OG5_129303
,OMCL in Tryps,OG5_132659
,OMCL in Tryps,OG5_135922
,OMCL in Tryps,OG5_179488
,OMCL in Tryps,OG5_147576
,OMCL in Tryps,OG5_135335
,OMCL in Tryps,OG5_137442
,OMCL in Tryps,OG5_134823
,OMCL in Tryps,OG5_128614
,OMCL in Tryps,OG5_180494
,OMCL in Tryps,OG5_141353
,OMCL in Tryps,OG5_222450
,OMCL in Tryps,OG5_156192
,OMCL in Tryps,OG5_159833
,OMCL in Tryps,OG5_197453
,OMCL in Tryps,OG5_200760
,OMCL in Tryps,OG5_133549
,OMCL in Tryps,OG5_129900
,OMCL in Tryps,OG5_134816
,OMCL in Tryps,OG5_139364
,OMCL in Tryps,OG5_159836
,OMCL in Tryps,OG5_129818
,OMCL in Tryps,OG5_200766
,OMCL in Tryps,OG5_127060
,OMCL in Tryps,OG5_130738
,OMCL in Tryps,OG5_153769
,OMCL in Tryps,OG5_139633
,OMCL in Tryps,OG5_170020
,OMCL in Tryps,OG5_194844
,OMCL in Tryps,OG5_144812
,OMCL in Tryps,OG5_130695
,OMCL in Tryps,OG5_206119
,OMCL in Tryps,OG5_160982
,OMCL in Tryps,OG5_129083
,OMCL in Tryps,OG5_137415
,OMCL in Tryps,OG5_129233
,OMCL in Tryps,OG5_179449
,OMCL in Tryps,OG5_126653
,OMCL in Tryps,OG5_137463
,OMCL in Tryps,OG5_171927
,OMCL in Tryps,OG5_164999
,OMCL in Tryps,OG5_139377
,OMCL in Tryps,OG5_129989
,OMCL in Tryps,OG5_135141
,OMCL in Tryps,OG5_180480
,OMCL in Tryps,OG5_180337
,OMCL in Tryps,OG5_134257
,OMCL in Tryps,OG5_140009
,OMCL in Tryps,OG5_127486
,OMCL in Tryps,OG5_142754
,OMCL in Tryps,OG5_180531
,OMCL in Tryps,OG5_180344
,OMCL in Tryps,OG5_128310
,OMCL in Tryps,OG5_131650
,OMCL in Tryps,OG5_180459
,OMCL in Tryps,OG5_165428
,OMCL in Tryps,OG5_129819
,OMCL in Tryps,OG5_137990
,OMCL in Tryps,OG5_155773
,OMCL in Tryps,OG5_137935
,OMCL in Tryps,OG5_130009
,OMCL in Tryps,OG5_129710
,OMCL in Tryps,OG5_132928
,OMCL in Tryps,OG5_194828
,OMCL in Tryps,OG5_139412
,OMCL in Tryps,OG5_136088
,OMCL in Tryps,OG5_130882
,OMCL in Tryps,OG5_129659
,OMCL in Tryps,OG5_128843
,OMCL in Tryps,OG5_128764
,OMCL in Tryps,OG5_136106
,OMCL in Tryps,OG5_135398
,OMCL in Tryps,OG5_136556
,OMCL in Tryps,OG5_128595
,OMCL in Tryps,OG5_136540
,OMCL in Tryps,OG5_152907
,OMCL in Tryps,OG5_128555
,OMCL in Tryps,OG5_128664
,OMCL in Tryps,OG5_128433
,OMCL in Tryps,OG5_156961
,OMCL in Tryps,OG5_194854
,OMCL in Tryps,OG5_222382
,OMCL in Tryps,OG5_163783
,OMCL in Tryps,OG5_194796
,OMCL in Tryps,OG5_140274
,OMCL in Tryps,OG5_127260
,OMCL in Tryps,OG5_159610
,OMCL in Tryps,OG5_127271
,OMCL in Tryps,OG5_127603
,OMCL in Tryps,OG5_138455
,OMCL in Tryps,OG5_171019
,OMCL in Tryps,OG5_128950
,OMCL in Tryps,OG5_134174
,OMCL in Tryps,OG5_136519
,OMCL in Tryps,OG5_128434
,OMCL in Tryps,OG5_134293
,OMCL in Tryps,OG5_129760
,OMCL in Tryps,OG5_152764
,OMCL in Tryps,OG5_127522
,OMCL in Tryps,OG5_129485
,OMCL in Tryps,OG5_136162
,OMCL in Tryps,OG5_171652
,OMCL in Tryps,OG5_128866
,OMCL in Tryps,OG5_127097
,OMCL in Tryps,OG5_136110
,OMCL in Tryps,OG5_130378
,OMCL in Tryps,OG5_136169
,OMCL in Tryps,OG5_134938
,OMCL in Tryps,OG5_132069
,OMCL in Tryps,OG5_134512
,OMCL in Tryps,OG5_135766
,OMCL in Tryps,OG5_135088
,OMCL in Tryps,OG5_131524
,OMCL in Tryps,OG5_135401
,OMCL in Tryps,OG5_140591
,OMCL in Tryps,OG5_194797
,OMCL in Tryps,OG5_138657
,OMCL in Tryps,OG5_126885
,OMCL in Tryps,OG5_152668
,OMCL in Tryps,OG5_126945
,OMCL in Tryps,OG5_160767
,OMCL in Tryps,OG5_128092
,OMCL in Tryps,OG5_139340
,OMCL in Tryps,OG5_137401
,OMCL in Tryps,OG5_134277
,OMCL in Tryps,OG5_129134
,OMCL in Tryps,OG5_130472
,OMCL in Tryps,OG5_153712
,OMCL in Tryps,OG5_153746
,OMCL in Tryps,OG5_129882
,OMCL in Tryps,OG5_180420
,OMCL in Tryps,OG5_145221
,OMCL in Tryps,OG5_130124
,OMCL in Tryps,OG5_179700
,OMCL in Tryps,OG5_138399
,OMCL in Tryps,OG5_180591
,OMCL in Tryps,OG5_180481
,OMCL in Tryps,OG5_180542
,OMCL in Tryps,OG5_137430
,OMCL in Tryps,OG5_129504
,OMCL in Tryps,OG5_129184
,OMCL in Tryps,OG5_180583
,OMCL in Tryps,OG5_129377
,OMCL in Tryps,OG5_130522
,OMCL in Tryps,OG5_135125
,OMCL in Tryps,OG5_134185
,OMCL in Tryps,OG5_182510
,OMCL in Tryps,OG5_179758
,OMCL in Tryps,OG5_127267
,OMCL in Tryps,OG5_127663
,OMCL in Tryps,OG5_136200
,OMCL in Tryps,OG5_137721
,OMCL in Tryps,OG5_135651
,OMCL in Tryps,OG5_158843
,OMCL in Tryps,OG5_138676
,OMCL in Tryps,OG5_179773
,OMCL in Tryps,OG5_127575
,OMCL in Tryps,OG5_194836
,OMCL in Tryps,OG5_180569
,OMCL in Tryps,OG5_180342
,OMCL in Tryps,OG5_163678
,OMCL in Tryps,OG5_137722
,OMCL in Tryps,OG5_134176
,OMCL in Tryps,OG5_197051
,OMCL in Tryps,OG5_127030
,OMCL in Tryps,OG5_136470
,OMCL in Tryps,OG5_155873
,OMCL in Tryps,OG5_180589
,OMCL in Tryps,OG5_171603
,OMCL in Tryps,OG5_156981
,OMCL in Tryps,OG5_129541
,OMCL in Tryps,OG5_153771
,OMCL in Tryps,OG5_134430
,OMCL in Tryps,OG5_129445
,OMCL in Tryps,OG5_168916
,OMCL in Tryps,OG5_127872
,OMCL in Tryps,OG5_129357
,OMCL in Tryps,OG5_136136
,OMCL in Tryps,OG5_152698
,OMCL in Tryps,OG5_180587
,OMCL in Tryps,OG5_152860
,OMCL in Tryps,OG5_129979
,OMCL in Tryps,OG5_131122
,OMCL in Tryps,OG5_128682
,OMCL in Tryps,OG5_130308
,OMCL in Tryps,OG5_129225
,OMCL in Tryps,OG5_180437
,OMCL in Tryps,OG5_179779
,OMCL in Tryps,OG5_138559
,OMCL in Tryps,OG5_135936
,OMCL in Tryps,OG5_144645
,OMCL in Tryps,OG5_129012
,OMCL in Tryps,OG5_138627
,OMCL in Tryps,OG5_128944
,OMCL in Tryps,OG5_136517
,OMCL in Tryps,OG5_137019
,OMCL in Tryps,OG5_134783
,OMCL in Tryps,OG5_128470
,OMCL in Tryps,OG5_127525
,OMCL in Tryps,OG5_129190
,OMCL in Tryps,OG5_134001
,OMCL in Tryps,OG5_159826
,OMCL in Tryps,OG5_138388
,OMCL in Tryps,OG5_155801
,OMCL in Tryps,OG5_135290
,OMCL in Tryps,OG5_128825
,OMCL in Tryps,OG5_136549
,OMCL in Tryps,OG5_180401
,OMCL in Tryps,OG5_129287
,OMCL in Tryps,OG5_180452
,OMCL in Tryps,OG5_180571
,OMCL in Tryps,OG5_168431
,OMCL in Tryps,OG5_127228
,OMCL in Tryps,OG5_138681
,OMCL in Tryps,OG5_128213
,OMCL in Tryps,OG5_156176
,OMCL in Tryps,OG5_143026
,OMCL in Tryps,OG5_129876
,OMCL in Tryps,OG5_128943
,OMCL in Tryps,OG5_136526
,OMCL in Tryps,OG5_127576
,OMCL in Tryps,OG5_133773
,OMCL in Tryps,OG5_132937
,OMCL in Tryps,OG5_177969
,OMCL in Tryps,OG5_132789
,OMCL in Tryps,OG5_171611
,OMCL in Tryps,OG5_144814
,OMCL in Tryps,OG5_139396
,OMCL in Tryps,OG5_134802
,OMCL in Tryps,OG5_152256
,OMCL in Tryps,OG5_157044
,OMCL in Tryps,OG5_128617
,OMCL in Tryps,OG5_152852
,OMCL in Tryps,OG5_127706
,OMCL in Tryps,OG5_139411
,OMCL in Tryps,OG5_128695
,OMCL in Tryps,OG5_133758
,OMCL in Tryps,OG5_139335
,OMCL in Tryps,OG5_179533
,OMCL in Tryps,OG5_131940
,OMCL in Tryps,OG5_128196
,OMCL in Tryps,OG5_129585
,OMCL in Tryps,OG5_141377
,OMCL in Tryps,OG5_178841
,OMCL in Tryps,OG5_179525
,OMCL in Tryps,OG5_149922
,OMCL in Tryps,OG5_128652
,OMCL in Tryps,OG5_222449
,OMCL in Tryps,OG5_138472
,OMCL in Tryps,OG5_130138
,OMCL in Tryps,OG5_160922
,OMCL in Tryps,OG5_133992
,OMCL in Tryps,OG5_142807
,OMCL in Tryps,OG5_157033
,OMCL in Tryps,OG5_156169
,OMCL in Tryps,OG5_180471
,OMCL in Tryps,OG5_129631
,OMCL in Tryps,OG5_157022
,OMCL in Tryps,OG5_139148
,OMCL in Tryps,OG5_131310
,OMCL in Tryps,OG5_180402
,OMCL in Tryps,OG5_152553
,OMCL in Tryps,OG5_127373
,OMCL in Tryps,OG5_128835
,OMCL in Tryps,OG5_131422
,OMCL in Tryps,OG5_131899
,OMCL in Tryps,OG5_135526
,OMCL in Tryps,OG5_126899
,OMCL in Tryps,OG5_129530
,OMCL in Tryps,OG5_129870
,OMCL in Tryps,OG5_135649
,OMCL in Tryps,OG5_245602
,OMCL in Tryps,OG5_129820
,OMCL in Tryps,OG5_171937
,OMCL in Tryps,OG5_135659
,OMCL in Tryps,OG5_153738
,OMCL in Tryps,OG5_127477
,OMCL in Tryps,OG5_137964
,OMCL in Tryps,OG5_129142
,OMCL in Tryps,OG5_136545
,OMCL in Tryps,OG5_177673
,OMCL in Tryps,OG5_222386
,OMCL in Tryps,OG5_129890
,OMCL in Tryps,OG5_146950
,OMCL in Tryps,OG5_146779
,OMCL in Tryps,OG5_180582
,OMCL in Tryps,OG5_129413
,OMCL in Tryps,OG5_128978
,OMCL in Tryps,OG5_180595
,OMCL in Tryps,OG5_139486
,OMCL in Tryps,OG5_141386
,OMCL in Tryps,OG5_157014
,OMCL in Tryps,OG5_132353
,OMCL in Tryps,OG5_137423
,OMCL in Tryps,OG5_149786
,OMCL in Tryps,OG5_130601
,OMCL in Tryps,OG5_127584
,OMCL in Tryps,OG5_129131
,OMCL in Tryps,OG5_156197
,OMCL in Tryps,OG5_177616
,OMCL in Tryps,OG5_180234
,OMCL in Tryps,OG5_138634
,OMCL in Tryps,OG5_137969
,OMCL in Tryps,OG5_158990
,OMCL in Tryps,OG5_127768
,OMCL in Tryps,OG5_138679
,OMCL in Tryps,OG5_153736
,OMCL in Tryps,OG5_135753
,OMCL in Tryps,OG5_136786
,OMCL in Tryps,OG5_132752
,OMCL in Tryps,OG5_206121
,OMCL in Tryps,OG5_126658
,OMCL in Tryps,OG5_149314
,OMCL in Tryps,OG5_129229
,OMCL in Tryps,OG5_140592
,OMCL in Tryps,OG5_222426
,OMCL in Tryps,OG5_129432
,OMCL in Tryps,OG5_179800
,OMCL in Tryps,OG5_127680
,OMCL in Tryps,OG5_135414
,OMCL in Tryps,OG5_128928
,OMCL in Tryps,OG5_179906
,OMCL in Tryps,OG5_152110
,OMCL in Tryps,OG5_171579
,OMCL in Tryps,OG5_155937
,OMCL in Tryps,OG5_180444
,OMCL in Tryps,OG5_139478
,OMCL in Tryps,OG5_130710
,OMCL in Tryps,OG5_137281
,OMCL in Tryps,OG5_131851
,OMCL in Tryps,OG5_139242
,OMCL in Tryps,OG5_127249
,OMCL in Tryps,OG5_130316
,OMCL in Tryps,OG5_176126
,OMCL in Tryps,OG5_149903
,OMCL in Tryps,OG5_132652
,OMCL in Tryps,OG5_130544
,OMCL in Tryps,OG5_180508
,OMCL in Tryps,OG5_149810
,OMCL in Tryps,OG5_155685
,OMCL in Tryps,OG5_170080
,OMCL in Tryps,OG5_128984
,OMCL in Tryps,OG5_180424
,OMCL in Tryps,OG5_156966
,OMCL in Tryps,OG5_180350
,OMCL in Tryps,OG5_142688
,OMCL in Tryps,OG5_157066
,OMCL in Tryps,OG5_129186
,OMCL in Tryps,OG5_136802
,OMCL in Tryps,OG5_137008
,OMCL in Tryps,OG5_153770
,OMCL in Tryps,OG5_136969
,OMCL in Tryps,OG5_137013
,OMCL in Tryps,OG5_153123
,OMCL in Tryps,OG5_158751
,OMCL in Tryps,OG5_127977
,OMCL in Tryps,OG5_136122
,OMCL in Tryps,OG5_134007
,OMCL in Tryps,OG5_128887
,OMCL in Tryps,OG5_129123
,OMCL in Tryps,OG5_171766
,OMCL in Tryps,OG5_200759
,OMCL in Tryps,OG5_127135
,OMCL in Tryps,OG5_130665
,OMCL in Tryps,OG5_128953
,OMCL in Tryps,OG5_129499
,OMCL in Tryps,OG5_129552
,OMCL in Tryps,OG5_128049
,OMCL in Tryps,OG5_180581
,OMCL in Tryps,OG5_138606
,OMCL in Tryps,OG5_128649
,OMCL in Tryps,OG5_138590
,OMCL in Tryps,OG5_129940
,OMCL in Tryps,OG5_145226
,OMCL in Tryps,OG5_135935
,OMCL in Tryps,OG5_135566
,OMCL in Tryps,OG5_153084
,OMCL in Tryps,OG5_213226
,OMCL in Tryps,OG5_156225
,OMCL in Tryps,OG5_194865
,OMCL in Tryps,OG5_153766
,OMCL in Tryps,OG5_136873
,OMCL in Tryps,OG5_165437
,OMCL in Tryps,OG5_130587
,OMCL in Tryps,OG5_156968
,OMCL in Tryps,OG5_178797
,OMCL in Tryps,OG5_127196
,OMCL in Tryps,OG5_180585
,OMCL in Tryps,OG5_180576
,OMCL in Tryps,OG5_200771
,OMCL in Tryps,OG5_137451
,OMCL in Tryps,OG5_127288
,OMCL in Tryps,OG5_157009
,OMCL in Tryps,OG5_135393
,OMCL in Tryps,OG5_133779
,OMCL in Tryps,OG5_130975
,OMCL in Tryps,OG5_135346
,OMCL in Tryps,OG5_176779
,OMCL in Tryps,OG5_138588
,OMCL in Tryps,OG5_128767
,OMCL in Tryps,OG5_149898
,OMCL in Tryps,OG5_153754
,OMCL in Tryps,OG5_130176
,OMCL in Tryps,OG5_153049
,OMCL in Tryps,OG5_129535
,OMCL in Tryps,OG5_130793
,OMCL in Tryps,OG5_157058
,OMCL in Tryps,OG5_139391
,OMCL in Tryps,OG5_129821
,OMCL in Tryps,OG5_180393
,OMCL in Tryps,OG5_129170
,OMCL in Tryps,OG5_135680
,OMCL in Tryps,OG5_128812
,OMCL in Tryps,OG5_128200
,OMCL in Tryps,OG5_180352
,OMCL in Tryps,OG5_163584
,OMCL in Tryps,OG5_129868
,OMCL in Tryps,OG5_216254
,OMCL in Tryps,OG5_141427
,OMCL in Tryps,OG5_127964
,OMCL in Tryps,OG5_129355
,OMCL in Tryps,OG5_179447
,OMCL in Tryps,OG5_145217
,OMCL in Tryps,OG5_158434
,OMCL in Tryps,OG5_129684
,OMCL in Tryps,OG5_176832
,OMCL in Tryps,OG5_157064
,OMCL in Tryps,OG5_194781
,OMCL in Tryps,OG5_127582
,OMCL in Tryps,OG5_153767
,OMCL in Tryps,OG5_127867
,OMCL in Tryps,OG5_155185
,OMCL in Tryps,OG5_150692
,OMCL in Tryps,OG5_134000
,OMCL in Tryps,OG5_180436
,OMCL in Tryps,OG5_137001
,OMCL in Tryps,OG5_127781
,OMCL in Tryps,OG5_135769
,OMCL in Tryps,OG5_157019
