orf,Filter Name,omcl
,OMCL in Tryps,OG5_135534
,OMCL in Tryps,OG5_130469
,OMCL in Tryps,OG5_130015
,OMCL in Tryps,OG5_128304
,OMCL in Tryps,OG5_130096
,OMCL in Tryps,OG5_155648
,OMCL in Tryps,OG5_137458
,OMCL in Tryps,OG5_135132
,OMCL in Tryps,OG5_126719
,OMCL in Tryps,OG5_149905
,OMCL in Tryps,OG5_134697
,OMCL in Tryps,OG5_128871
,OMCL in Tryps,OG5_180374
,OMCL in Tryps,OG5_155236
,OMCL in Tryps,OG5_136565
,OMCL in Tryps,OG5_130534
,OMCL in Tryps,OG5_136435
,OMCL in Tryps,OG5_137324
,OMCL in Tryps,OG5_127517
,OMCL in Tryps,OG5_132797
,OMCL in Tryps,OG5_134687
,OMCL in Tryps,OG5_176001
,OMCL in Tryps,OG5_153775
,OMCL in Tryps,OG5_180538
,OMCL in Tryps,OG5_159336
,OMCL in Tryps,OG5_134797
,OMCL in Tryps,OG5_133579
,OMCL in Tryps,OG5_137402
,OMCL in Tryps,OG5_180354
,OMCL in Tryps,OG5_180396
,OMCL in Tryps,OG5_152735
,OMCL in Tryps,OG5_222404
,OMCL in Tryps,OG5_136835
,OMCL in Tryps,OG5_128707
,OMCL in Tryps,OG5_132592
,OMCL in Tryps,OG5_194871
,OMCL in Tryps,OG5_171940
,OMCL in Tryps,OG5_176201
,OMCL in Tryps,OG5_176197
,OMCL in Tryps,OG5_137429
,OMCL in Tryps,OG5_128923
,OMCL in Tryps,OG5_158521
,OMCL in Tryps,OG5_180428
,OMCL in Tryps,OG5_128872
,OMCL in Tryps,OG5_153727
,OMCL in Tryps,OG5_127991
,OMCL in Tryps,OG5_152999
,OMCL in Tryps,OG5_157005
,OMCL in Tryps,OG5_126999
,OMCL in Tryps,OG5_194076
,OMCL in Tryps,OG5_176232
,OMCL in Tryps,OG5_164278
,OMCL in Tryps,OG5_136368
,OMCL in Tryps,OG5_139356
,OMCL in Tryps,OG5_149763
,OMCL in Tryps,OG5_136903
,OMCL in Tryps,OG5_135407
,OMCL in Tryps,OG5_133658
,OMCL in Tryps,OG5_128904
,OMCL in Tryps,OG5_135432
,OMCL in Tryps,OG5_130452
,OMCL in Tryps,OG5_180348
,OMCL in Tryps,OG5_130257
,OMCL in Tryps,OG5_130172
,OMCL in Tryps,OG5_139371
,OMCL in Tryps,OG5_129735
,OMCL in Tryps,OG5_153777
,OMCL in Tryps,OG5_186931
,OMCL in Tryps,OG5_129456
,OMCL in Tryps,OG5_139389
,OMCL in Tryps,OG5_137921
,OMCL in Tryps,OG5_155761
,OMCL in Tryps,OG5_134819
,OMCL in Tryps,OG5_139362
,OMCL in Tryps,OG5_127722
,OMCL in Tryps,OG5_127642
,OMCL in Tryps,OG5_135765
,OMCL in Tryps,OG5_129063
,OMCL in Tryps,OG5_141550
,OMCL in Tryps,OG5_155818
,OMCL in Tryps,OG5_138043
,OMCL in Tryps,OG5_156218
,OMCL in Tryps,OG5_150125
,OMCL in Tryps,OG5_176549
,OMCL in Tryps,OG5_129603
,OMCL in Tryps,OG5_149890
,OMCL in Tryps,OG5_179885
,OMCL in Tryps,OG5_136876
,OMCL in Tryps,OG5_207831
,OMCL in Tryps,OG5_162592
,OMCL in Tryps,OG5_152278
,OMCL in Tryps,OG5_128605
,OMCL in Tryps,OG5_134703
,OMCL in Tryps,OG5_133965
,OMCL in Tryps,OG5_171625
,OMCL in Tryps,OG5_179763
,OMCL in Tryps,OG5_129298
,OMCL in Tryps,OG5_180493
,OMCL in Tryps,OG5_136100
,OMCL in Tryps,OG5_194782
,OMCL in Tryps,OG5_129511
,OMCL in Tryps,OG5_129098
,OMCL in Tryps,OG5_136584
,OMCL in Tryps,OG5_152644
,OMCL in Tryps,OG5_136527
,OMCL in Tryps,OG5_131207
,OMCL in Tryps,OG5_129105
,OMCL in Tryps,OG5_179390
,OMCL in Tryps,OG5_142644
,OMCL in Tryps,OG5_129803
,OMCL in Tryps,OG5_182952
,OMCL in Tryps,OG5_127389
,OMCL in Tryps,OG5_129934
,OMCL in Tryps,OG5_153763
,OMCL in Tryps,OG5_153095
,OMCL in Tryps,OG5_177137
,OMCL in Tryps,OG5_136107
,OMCL in Tryps,OG5_138637
,OMCL in Tryps,OG5_179907
,OMCL in Tryps,OG5_179691
,OMCL in Tryps,OG5_156201
,OMCL in Tryps,OG5_180412
,OMCL in Tryps,OG5_140237
,OMCL in Tryps,OG5_128023
,OMCL in Tryps,OG5_131002
,OMCL in Tryps,OG5_128601
,OMCL in Tryps,OG5_132038
,OMCL in Tryps,OG5_155772
,OMCL in Tryps,OG5_171645
,OMCL in Tryps,OG5_127915
,OMCL in Tryps,OG5_128833
,OMCL in Tryps,OG5_142628
,OMCL in Tryps,OG5_179720
,OMCL in Tryps,OG5_176753
,OMCL in Tryps,OG5_179820
,OMCL in Tryps,OG5_155302
,OMCL in Tryps,OG5_127829
,OMCL in Tryps,OG5_136989
,OMCL in Tryps,OG5_153782
,OMCL in Tryps,OG5_134737
,OMCL in Tryps,OG5_130288
,OMCL in Tryps,OG5_194841
,OMCL in Tryps,OG5_147034
,OMCL in Tryps,OG5_129590
,OMCL in Tryps,OG5_127248
,OMCL in Tryps,OG5_152524
,OMCL in Tryps,OG5_157017
,OMCL in Tryps,OG5_128067
,OMCL in Tryps,OG5_180389
,OMCL in Tryps,OG5_129750
,OMCL in Tryps,OG5_128110
,OMCL in Tryps,OG5_137225
,OMCL in Tryps,OG5_129914
,OMCL in Tryps,OG5_128694
,OMCL in Tryps,OG5_139415
,OMCL in Tryps,OG5_129044
,OMCL in Tryps,OG5_128263
,OMCL in Tryps,OG5_127531
,OMCL in Tryps,OG5_130175
,OMCL in Tryps,OG5_128591
,OMCL in Tryps,OG5_179571
,OMCL in Tryps,OG5_142882
,OMCL in Tryps,OG5_222407
,OMCL in Tryps,OG5_165236
,OMCL in Tryps,OG5_130973
,OMCL in Tryps,OG5_127406
,OMCL in Tryps,OG5_132456
,OMCL in Tryps,OG5_136982
,OMCL in Tryps,OG5_144167
,OMCL in Tryps,OG5_133776
,OMCL in Tryps,OG5_129702
,OMCL in Tryps,OG5_150679
,OMCL in Tryps,OG5_171658
,OMCL in Tryps,OG5_135763
,OMCL in Tryps,OG5_129426
,OMCL in Tryps,OG5_126942
,OMCL in Tryps,OG5_145224
,OMCL in Tryps,OG5_130892
,OMCL in Tryps,OG5_130497
,OMCL in Tryps,OG5_129741
,OMCL in Tryps,OG5_129041
,OMCL in Tryps,OG5_150707
,OMCL in Tryps,OG5_128697
,OMCL in Tryps,OG5_136411
,OMCL in Tryps,OG5_153028
,OMCL in Tryps,OG5_129711
,OMCL in Tryps,OG5_128346
,OMCL in Tryps,OG5_128515
,OMCL in Tryps,OG5_156813
,OMCL in Tryps,OG5_150699
,OMCL in Tryps,OG5_141863
,OMCL in Tryps,OG5_180405
,OMCL in Tryps,OG5_134248
,OMCL in Tryps,OG5_133660
,OMCL in Tryps,OG5_135755
,OMCL in Tryps,OG5_160782
,OMCL in Tryps,OG5_180417
,OMCL in Tryps,OG5_128740
,OMCL in Tryps,OG5_180386
,OMCL in Tryps,OG5_128646
,OMCL in Tryps,OG5_129257
,OMCL in Tryps,OG5_129095
,OMCL in Tryps,OG5_131083
,OMCL in Tryps,OG5_149737
,OMCL in Tryps,OG5_137445
,OMCL in Tryps,OG5_130183
,OMCL in Tryps,OG5_179532
,OMCL in Tryps,OG5_129637
,OMCL in Tryps,OG5_134530
,OMCL in Tryps,OG5_127746
,OMCL in Tryps,OG5_180484
,OMCL in Tryps,OG5_129414
,OMCL in Tryps,OG5_136538
,OMCL in Tryps,OG5_194875
,OMCL in Tryps,OG5_129102
,OMCL in Tryps,OG5_132646
,OMCL in Tryps,OG5_130214
,OMCL in Tryps,OG5_150618
,OMCL in Tryps,OG5_136806
,OMCL in Tryps,OG5_194849
,OMCL in Tryps,OG5_130076
,OMCL in Tryps,OG5_180485
,OMCL in Tryps,OG5_180456
,OMCL in Tryps,OG5_222383
,OMCL in Tryps,OG5_135593
,OMCL in Tryps,OG5_156496
,OMCL in Tryps,OG5_194863
,OMCL in Tryps,OG5_194798
,OMCL in Tryps,OG5_194814
,OMCL in Tryps,OG5_135111
,OMCL in Tryps,OG5_137416
,OMCL in Tryps,OG5_194799
,OMCL in Tryps,OG5_153087
,OMCL in Tryps,OG5_131426
,OMCL in Tryps,OG5_138623
,OMCL in Tryps,OG5_130884
,OMCL in Tryps,OG5_129036
,OMCL in Tryps,OG5_127742
,OMCL in Tryps,OG5_137005
,OMCL in Tryps,OG5_127214
,OMCL in Tryps,OG5_159920
,OMCL in Tryps,OG5_129046
,OMCL in Tryps,OG5_130254
,OMCL in Tryps,OG5_137434
,OMCL in Tryps,OG5_169288
,OMCL in Tryps,OG5_180467
,OMCL in Tryps,OG5_126709
,OMCL in Tryps,OG5_135770
,OMCL in Tryps,OG5_245595
,OMCL in Tryps,OG5_136594
,OMCL in Tryps,OG5_129843
,OMCL in Tryps,OG5_152666
,OMCL in Tryps,OG5_136952
,OMCL in Tryps,OG5_210501
,OMCL in Tryps,OG5_135780
,OMCL in Tryps,OG5_128068
,OMCL in Tryps,OG5_135974
,OMCL in Tryps,OG5_156095
,OMCL in Tryps,OG5_179592
,OMCL in Tryps,OG5_180469
,OMCL in Tryps,OG5_135756
,OMCL in Tryps,OG5_133335
,OMCL in Tryps,OG5_128072
,OMCL in Tryps,OG5_133872
,OMCL in Tryps,OG5_194846
,OMCL in Tryps,OG5_180361
,OMCL in Tryps,OG5_231714
,OMCL in Tryps,OG5_179747
,OMCL in Tryps,OG5_180338
,OMCL in Tryps,OG5_129694
,OMCL in Tryps,OG5_129117
,OMCL in Tryps,OG5_180385
,OMCL in Tryps,OG5_194808
,OMCL in Tryps,OG5_171926
,OMCL in Tryps,OG5_133333
,OMCL in Tryps,OG5_137010
,OMCL in Tryps,OG5_129034
,OMCL in Tryps,OG5_157008
,OMCL in Tryps,OG5_128836
,OMCL in Tryps,OG5_134739
,OMCL in Tryps,OG5_130180
,OMCL in Tryps,OG5_176286
,OMCL in Tryps,OG5_137973
,OMCL in Tryps,OG5_136146
,OMCL in Tryps,OG5_137419
,OMCL in Tryps,OG5_180528
,OMCL in Tryps,OG5_129591
,OMCL in Tryps,OG5_179693
,OMCL in Tryps,OG5_129536
,OMCL in Tryps,OG5_155395
,OMCL in Tryps,OG5_139188
,OMCL in Tryps,OG5_135261
,OMCL in Tryps,OG5_129612
,OMCL in Tryps,OG5_129365
,OMCL in Tryps,OG5_152889
,OMCL in Tryps,OG5_135272
,OMCL in Tryps,OG5_180516
,OMCL in Tryps,OG5_136991
,OMCL in Tryps,OG5_174988
,OMCL in Tryps,OG5_180381
,OMCL in Tryps,OG5_134525
,OMCL in Tryps,OG5_131714
,OMCL in Tryps,OG5_129439
,OMCL in Tryps,OG5_133334
,OMCL in Tryps,OG5_130894
,OMCL in Tryps,OG5_153728
,OMCL in Tryps,OG5_169957
,OMCL in Tryps,OG5_140295
,OMCL in Tryps,OG5_180358
,OMCL in Tryps,OG5_157025
,OMCL in Tryps,OG5_129856
,OMCL in Tryps,OG5_128760
,OMCL in Tryps,OG5_179010
,OMCL in Tryps,OG5_135599
,OMCL in Tryps,OG5_138651
,OMCL in Tryps,OG5_156160
,OMCL in Tryps,OG5_128016
,OMCL in Tryps,OG5_129561
,OMCL in Tryps,OG5_128430
,OMCL in Tryps,OG5_135348
,OMCL in Tryps,OG5_235255
,OMCL in Tryps,OG5_131278
,OMCL in Tryps,OG5_134990
,OMCL in Tryps,OG5_157049
,OMCL in Tryps,OG5_146737
,OMCL in Tryps,OG5_127610
,OMCL in Tryps,OG5_169758
,OMCL in Tryps,OG5_171209
,OMCL in Tryps,OG5_136134
,OMCL in Tryps,OG5_130597
,OMCL in Tryps,OG5_152697
,OMCL in Tryps,OG5_222439
,OMCL in Tryps,OG5_129016
,OMCL in Tryps,OG5_129680
,OMCL in Tryps,OG5_128587
,OMCL in Tryps,OG5_127280
,OMCL in Tryps,OG5_130545
,OMCL in Tryps,OG5_155152
,OMCL in Tryps,OG5_180454
,OMCL in Tryps,OG5_144498
,OMCL in Tryps,OG5_136164
,OMCL in Tryps,OG5_194866
,OMCL in Tryps,OG5_135612
,OMCL in Tryps,OG5_197567
,OMCL in Tryps,OG5_149252
,OMCL in Tryps,OG5_144425
,OMCL in Tryps,OG5_222394
,OMCL in Tryps,OG5_132929
,OMCL in Tryps,OG5_138602
,OMCL in Tryps,OG5_133344
,OMCL in Tryps,OG5_127823
,OMCL in Tryps,OG5_131318
,OMCL in Tryps,OG5_129865
,OMCL in Tryps,OG5_127662
,OMCL in Tryps,OG5_156977
,OMCL in Tryps,OG5_180501
,OMCL in Tryps,OG5_180339
,OMCL in Tryps,OG5_132300
,OMCL in Tryps,OG5_128804
,OMCL in Tryps,OG5_180507
,OMCL in Tryps,OG5_137728
,OMCL in Tryps,OG5_175192
,OMCL in Tryps,OG5_153062
,OMCL in Tryps,OG5_180375
,OMCL in Tryps,OG5_155323
,OMCL in Tryps,OG5_245599
,OMCL in Tryps,OG5_132918
,OMCL in Tryps,OG5_131644
,OMCL in Tryps,OG5_128273
,OMCL in Tryps,OG5_147061
,OMCL in Tryps,OG5_131019
,OMCL in Tryps,OG5_155503
,OMCL in Tryps,OG5_129120
,OMCL in Tryps,OG5_136155
,OMCL in Tryps,OG5_157011
,OMCL in Tryps,OG5_135144
,OMCL in Tryps,OG5_153759
,OMCL in Tryps,OG5_128826
,OMCL in Tryps,OG5_152716
,OMCL in Tryps,OG5_133734
,OMCL in Tryps,OG5_171936
,OMCL in Tryps,OG5_171944
,OMCL in Tryps,OG5_137422
,OMCL in Tryps,OG5_171929
,OMCL in Tryps,OG5_128099
,OMCL in Tryps,OG5_138656
,OMCL in Tryps,OG5_231744
,OMCL in Tryps,OG5_131377
,OMCL in Tryps,OG5_131166
,OMCL in Tryps,OG5_130177
,OMCL in Tryps,OG5_128741
,OMCL in Tryps,OG5_181374
,OMCL in Tryps,OG5_180599
,OMCL in Tryps,OG5_160798
,OMCL in Tryps,OG5_130021
,OMCL in Tryps,OG5_138423
,OMCL in Tryps,OG5_180550
,OMCL in Tryps,OG5_128266
,OMCL in Tryps,OG5_138578
,OMCL in Tryps,OG5_136558
,OMCL in Tryps,OG5_129656
,OMCL in Tryps,OG5_135004
,OMCL in Tryps,OG5_150439
,OMCL in Tryps,OG5_156258
,OMCL in Tryps,OG5_129345
,OMCL in Tryps,OG5_129207
,OMCL in Tryps,OG5_171654
,OMCL in Tryps,OG5_135633
,OMCL in Tryps,OG5_138716
,OMCL in Tryps,OG5_153073
,OMCL in Tryps,OG5_135421
,OMCL in Tryps,OG5_135781
,OMCL in Tryps,OG5_127307
,OMCL in Tryps,OG5_194806
,OMCL in Tryps,OG5_155606
,OMCL in Tryps,OG5_132306
,OMCL in Tryps,OG5_131192
,OMCL in Tryps,OG5_137440
,OMCL in Tryps,OG5_131639
,OMCL in Tryps,OG5_155770
,OMCL in Tryps,OG5_131865
,OMCL in Tryps,OG5_156980
,OMCL in Tryps,OG5_129968
,OMCL in Tryps,OG5_136552
,OMCL in Tryps,OG5_152727
,OMCL in Tryps,OG5_180327
,OMCL in Tryps,OG5_141354
,OMCL in Tryps,OG5_136551
,OMCL in Tryps,OG5_129076
,OMCL in Tryps,OG5_138596
,OMCL in Tryps,OG5_157045
,OMCL in Tryps,OG5_136490
,OMCL in Tryps,OG5_138411
,OMCL in Tryps,OG5_129804
,OMCL in Tryps,OG5_158887
,OMCL in Tryps,OG5_155113
,OMCL in Tryps,OG5_180468
,OMCL in Tryps,OG5_169043
,OMCL in Tryps,OG5_136525
,OMCL in Tryps,OG5_136157
,OMCL in Tryps,OG5_180335
,OMCL in Tryps,OG5_136579
,OMCL in Tryps,OG5_133547
,OMCL in Tryps,OG5_135416
,OMCL in Tryps,OG5_153096
,OMCL in Tryps,OG5_194833
,OMCL in Tryps,OG5_136765
,OMCL in Tryps,OG5_222387
,OMCL in Tryps,OG5_136165
,OMCL in Tryps,OG5_129124
,OMCL in Tryps,OG5_129107
,OMCL in Tryps,OG5_128363
,OMCL in Tryps,OG5_180488
,OMCL in Tryps,OG5_129547
,OMCL in Tryps,OG5_129326
,OMCL in Tryps,OG5_127491
,OMCL in Tryps,OG5_155061
,OMCL in Tryps,OG5_168540
,OMCL in Tryps,OG5_191482
,OMCL in Tryps,OG5_136312
,OMCL in Tryps,OG5_176707
,OMCL in Tryps,OG5_135782
,OMCL in Tryps,OG5_128479
,OMCL in Tryps,OG5_155892
,OMCL in Tryps,OG5_129490
,OMCL in Tryps,OG5_153603
,OMCL in Tryps,OG5_138628
,OMCL in Tryps,OG5_136557
,OMCL in Tryps,OG5_137274
,OMCL in Tryps,OG5_155613
,OMCL in Tryps,OG5_129587
,OMCL in Tryps,OG5_134825
,OMCL in Tryps,OG5_200749
,OMCL in Tryps,OG5_128839
,OMCL in Tryps,OG5_135963
,OMCL in Tryps,OG5_129455
,OMCL in Tryps,OG5_130306
,OMCL in Tryps,OG5_128840
,OMCL in Tryps,OG5_153768
,OMCL in Tryps,OG5_132031
,OMCL in Tryps,OG5_180455
,OMCL in Tryps,OG5_179898
,OMCL in Tryps,OG5_162728
,OMCL in Tryps,OG5_180384
,OMCL in Tryps,OG5_127204
,OMCL in Tryps,OG5_135048
,OMCL in Tryps,OG5_132556
,OMCL in Tryps,OG5_186829
,OMCL in Tryps,OG5_131717
,OMCL in Tryps,OG5_180533
,OMCL in Tryps,OG5_180362
,OMCL in Tryps,OG5_175577
,OMCL in Tryps,OG5_179644
,OMCL in Tryps,OG5_180356
,OMCL in Tryps,OG5_139344
,OMCL in Tryps,OG5_180443
,OMCL in Tryps,OG5_156996
,OMCL in Tryps,OG5_152800
,OMCL in Tryps,OG5_136532
,OMCL in Tryps,OG5_222369
,OMCL in Tryps,OG5_136098
,OMCL in Tryps,OG5_130171
,OMCL in Tryps,OG5_129651
,OMCL in Tryps,OG5_157020
,OMCL in Tryps,OG5_245597
,OMCL in Tryps,OG5_137817
,OMCL in Tryps,OG5_176919
,OMCL in Tryps,OG5_127255
,OMCL in Tryps,OG5_180400
,OMCL in Tryps,OG5_146542
,OMCL in Tryps,OG5_135123
,OMCL in Tryps,OG5_235240
,OMCL in Tryps,OG5_129292
,OMCL in Tryps,OG5_126717
,OMCL in Tryps,OG5_131141
,OMCL in Tryps,OG5_136014
,OMCL in Tryps,OG5_194779
,OMCL in Tryps,OG5_180476
,OMCL in Tryps,OG5_162838
,OMCL in Tryps,OG5_136973
,OMCL in Tryps,OG5_135396
,OMCL in Tryps,OG5_179905
,OMCL in Tryps,OG5_136817
,OMCL in Tryps,OG5_136144
,OMCL in Tryps,OG5_127473
,OMCL in Tryps,OG5_130340
,OMCL in Tryps,OG5_188647
,OMCL in Tryps,OG5_126892
,OMCL in Tryps,OG5_180447
,OMCL in Tryps,OG5_131859
,OMCL in Tryps,OG5_127656
,OMCL in Tryps,OG5_180509
,OMCL in Tryps,OG5_129892
,OMCL in Tryps,OG5_171919
,OMCL in Tryps,OG5_134516
,OMCL in Tryps,OG5_150013
,OMCL in Tryps,OG5_181405
,OMCL in Tryps,OG5_130960
,OMCL in Tryps,OG5_132150
,OMCL in Tryps,OG5_129759
,OMCL in Tryps,OG5_135768
,OMCL in Tryps,OG5_128993
,OMCL in Tryps,OG5_129200
,OMCL in Tryps,OG5_157018
,OMCL in Tryps,OG5_138328
,OMCL in Tryps,OG5_136567
,OMCL in Tryps,OG5_136512
,OMCL in Tryps,OG5_137931
,OMCL in Tryps,OG5_180596
,OMCL in Tryps,OG5_130579
,OMCL in Tryps,OG5_157002
,OMCL in Tryps,OG5_135254
,OMCL in Tryps,OG5_150693
,OMCL in Tryps,OG5_129582
,OMCL in Tryps,OG5_133460
,OMCL in Tryps,OG5_132597
,OMCL in Tryps,OG5_137752
,OMCL in Tryps,OG5_129415
,OMCL in Tryps,OG5_177187
,OMCL in Tryps,OG5_142804
,OMCL in Tryps,OG5_160762
,OMCL in Tryps,OG5_180429
,OMCL in Tryps,OG5_150178
,OMCL in Tryps,OG5_138641
,OMCL in Tryps,OG5_153683
,OMCL in Tryps,OG5_135775
,OMCL in Tryps,OG5_222355
,OMCL in Tryps,OG5_180564
,OMCL in Tryps,OG5_128613
,OMCL in Tryps,OG5_128792
,OMCL in Tryps,OG5_128940
,OMCL in Tryps,OG5_129619
,OMCL in Tryps,OG5_180532
,OMCL in Tryps,OG5_129121
,OMCL in Tryps,OG5_180373
,OMCL in Tryps,OG5_129358
,OMCL in Tryps,OG5_134379
,OMCL in Tryps,OG5_128501
,OMCL in Tryps,OG5_133130
,OMCL in Tryps,OG5_180430
,OMCL in Tryps,OG5_156957
,OMCL in Tryps,OG5_128378
,OMCL in Tryps,OG5_128262
,OMCL in Tryps,OG5_129182
,OMCL in Tryps,OG5_130536
,OMCL in Tryps,OG5_180398
,OMCL in Tryps,OG5_128005
,OMCL in Tryps,OG5_130336
,OMCL in Tryps,OG5_132700
,OMCL in Tryps,OG5_149901
,OMCL in Tryps,OG5_180554
,OMCL in Tryps,OG5_129570
,OMCL in Tryps,OG5_129449
,OMCL in Tryps,OG5_134951
,OMCL in Tryps,OG5_128342
,OMCL in Tryps,OG5_136990
,OMCL in Tryps,OG5_127938
,OMCL in Tryps,OG5_139403
,OMCL in Tryps,OG5_153765
,OMCL in Tryps,OG5_127317
,OMCL in Tryps,OG5_128708
,OMCL in Tryps,OG5_194818
,OMCL in Tryps,OG5_200772
,OMCL in Tryps,OG5_128576
,OMCL in Tryps,OG5_178544
,OMCL in Tryps,OG5_139112
,OMCL in Tryps,OG5_180409
,OMCL in Tryps,OG5_129679
,OMCL in Tryps,OG5_129097
,OMCL in Tryps,OG5_171666
,OMCL in Tryps,OG5_180477
,OMCL in Tryps,OG5_129235
,OMCL in Tryps,OG5_134105
,OMCL in Tryps,OG5_135133
,OMCL in Tryps,OG5_131525
,OMCL in Tryps,OG5_153749
,OMCL in Tryps,OG5_155820
,OMCL in Tryps,OG5_129458
,OMCL in Tryps,OG5_130427
,OMCL in Tryps,OG5_129425
,OMCL in Tryps,OG5_144544
,OMCL in Tryps,OG5_131043
,OMCL in Tryps,OG5_128544
,OMCL in Tryps,OG5_138615
,OMCL in Tryps,OG5_152885
,OMCL in Tryps,OG5_156214
,OMCL in Tryps,OG5_136953
,OMCL in Tryps,OG5_146448
,OMCL in Tryps,OG5_137462
,OMCL in Tryps,OG5_128922
,OMCL in Tryps,OG5_135128
,OMCL in Tryps,OG5_180547
,OMCL in Tryps,OG5_132307
,OMCL in Tryps,OG5_153046
,OMCL in Tryps,OG5_128121
,OMCL in Tryps,OG5_133615
,OMCL in Tryps,OG5_128206
,OMCL in Tryps,OG5_137017
,OMCL in Tryps,OG5_136407
,OMCL in Tryps,OG5_194861
,OMCL in Tryps,OG5_135925
,OMCL in Tryps,OG5_129569
,OMCL in Tryps,OG5_129335
,OMCL in Tryps,OG5_129224
,OMCL in Tryps,OG5_128152
,OMCL in Tryps,OG5_136560
,OMCL in Tryps,OG5_126826
,OMCL in Tryps,OG5_129132
,OMCL in Tryps,OG5_131578
,OMCL in Tryps,OG5_180557
,OMCL in Tryps,OG5_156139
,OMCL in Tryps,OG5_136117
,OMCL in Tryps,OG5_157024
,OMCL in Tryps,OG5_156209
,OMCL in Tryps,OG5_140254
,OMCL in Tryps,OG5_127793
,OMCL in Tryps,OG5_150708
,OMCL in Tryps,OG5_142811
,OMCL in Tryps,OG5_128565
,OMCL in Tryps,OG5_136998
,OMCL in Tryps,OG5_129508
,OMCL in Tryps,OG5_129625
,OMCL in Tryps,OG5_129734
,OMCL in Tryps,OG5_127413
,OMCL in Tryps,OG5_128440
,OMCL in Tryps,OG5_231724
,OMCL in Tryps,OG5_194154
,OMCL in Tryps,OG5_180566
,OMCL in Tryps,OG5_160604
,OMCL in Tryps,OG5_128167
,OMCL in Tryps,OG5_180378
,OMCL in Tryps,OG5_135286
,OMCL in Tryps,OG5_163504
,OMCL in Tryps,OG5_130578
,OMCL in Tryps,OG5_130691
,OMCL in Tryps,OG5_129742
,OMCL in Tryps,OG5_136103
,OMCL in Tryps,OG5_129066
,OMCL in Tryps,OG5_130103
,OMCL in Tryps,OG5_132917
,OMCL in Tryps,OG5_136009
,OMCL in Tryps,OG5_136041
,OMCL in Tryps,OG5_180486
,OMCL in Tryps,OG5_139484
,OMCL in Tryps,OG5_179493
,OMCL in Tryps,OG5_132642
,OMCL in Tryps,OG5_178780
,OMCL in Tryps,OG5_194790
,OMCL in Tryps,OG5_163605
,OMCL in Tryps,OG5_147558
,OMCL in Tryps,OG5_128308
,OMCL in Tryps,OG5_135267
,OMCL in Tryps,OG5_133501
,OMCL in Tryps,OG5_129276
,OMCL in Tryps,OG5_129020
,OMCL in Tryps,OG5_129397
,OMCL in Tryps,OG5_129527
,OMCL in Tryps,OG5_130740
,OMCL in Tryps,OG5_152799
,OMCL in Tryps,OG5_180568
,OMCL in Tryps,OG5_128881
,OMCL in Tryps,OG5_149766
,OMCL in Tryps,OG5_180489
,OMCL in Tryps,OG5_129525
,OMCL in Tryps,OG5_180475
,OMCL in Tryps,OG5_169736
,OMCL in Tryps,OG5_136405
,OMCL in Tryps,OG5_159073
,OMCL in Tryps,OG5_130431
,OMCL in Tryps,OG5_180545
,OMCL in Tryps,OG5_128823
,OMCL in Tryps,OG5_128069
,OMCL in Tryps,OG5_160771
,OMCL in Tryps,OG5_132901
,OMCL in Tryps,OG5_129661
,OMCL in Tryps,OG5_171661
,OMCL in Tryps,OG5_128874
,OMCL in Tryps,OG5_180551
,OMCL in Tryps,OG5_156970
,OMCL in Tryps,OG5_132414
,OMCL in Tryps,OG5_130113
,OMCL in Tryps,OG5_180495
,OMCL in Tryps,OG5_127594
,OMCL in Tryps,OG5_129126
,OMCL in Tryps,OG5_180490
,OMCL in Tryps,OG5_180427
,OMCL in Tryps,OG5_147436
,OMCL in Tryps,OG5_180524
,OMCL in Tryps,OG5_149862
,OMCL in Tryps,OG5_129540
,OMCL in Tryps,OG5_136582
,OMCL in Tryps,OG5_129078
,OMCL in Tryps,OG5_164252
,OMCL in Tryps,OG5_129747
,OMCL in Tryps,OG5_127316
,OMCL in Tryps,OG5_136799
,OMCL in Tryps,OG5_127845
,OMCL in Tryps,OG5_157051
,OMCL in Tryps,OG5_129817
,OMCL in Tryps,OG5_180415
,OMCL in Tryps,OG5_138434
,OMCL in Tryps,OG5_135666
,OMCL in Tryps,OG5_128185
,OMCL in Tryps,OG5_131771
,OMCL in Tryps,OG5_130098
,OMCL in Tryps,OG5_130068
,OMCL in Tryps,OG5_129317
,OMCL in Tryps,OG5_128803
,OMCL in Tryps,OG5_200775
,OMCL in Tryps,OG5_129544
,OMCL in Tryps,OG5_133339
,OMCL in Tryps,OG5_128317
,OMCL in Tryps,OG5_131845
,OMCL in Tryps,OG5_171946
,OMCL in Tryps,OG5_128571
,OMCL in Tryps,OG5_128618
,OMCL in Tryps,OG5_146773
,OMCL in Tryps,OG5_200761
,OMCL in Tryps,OG5_180563
,OMCL in Tryps,OG5_180529
,OMCL in Tryps,OG5_176035
,OMCL in Tryps,OG5_180505
,OMCL in Tryps,OG5_129744
,OMCL in Tryps,OG5_129189
,OMCL in Tryps,OG5_129157
,OMCL in Tryps,OG5_129996
,OMCL in Tryps,OG5_132832
,OMCL in Tryps,OG5_150133
,OMCL in Tryps,OG5_129075
,OMCL in Tryps,OG5_137232
,OMCL in Tryps,OG5_149567
,OMCL in Tryps,OG5_180464
,OMCL in Tryps,OG5_161406
,OMCL in Tryps,OG5_157000
,OMCL in Tryps,OG5_136994
,OMCL in Tryps,OG5_136981
,OMCL in Tryps,OG5_140217
