,orf,inchiKey
0,YOR317W,FBOZXECLQNJBKD-UHFFFAOYSA-N
1,YOR317W,FBOZXECLQNJBKD-UHFFFAOYSA-N
2,YOL021C,GHASVSINZRGABV-UHFFFAOYSA-N
3,YOL021C,GHASVSINZRGABV-UHFFFAOYSA-N
4,YDR404C,BWNPJEJDQASSEO-UHFFFAOYSA-M
5,YDR404C,BWNPJEJDQASSEO-UHFFFAOYSA-M
6,YPL079W,BWNPJEJDQASSEO-UHFFFAOYSA-M
7,YPL079W,BWNPJEJDQASSEO-UHFFFAOYSA-M
8,YDR075W,BWNPJEJDQASSEO-UHFFFAOYSA-M
9,YDR075W,BWNPJEJDQASSEO-UHFFFAOYSA-M
10,YPR119W,BWNPJEJDQASSEO-UHFFFAOYSA-M
11,YPR119W,BWNPJEJDQASSEO-UHFFFAOYSA-M
12,YDL066W,BWNPJEJDQASSEO-UHFFFAOYSA-M
13,YDL066W,BWNPJEJDQASSEO-UHFFFAOYSA-M
14,YOR039W,BWNPJEJDQASSEO-UHFFFAOYSA-M
15,YOR039W,BWNPJEJDQASSEO-UHFFFAOYSA-M
16,YER072W,BWNPJEJDQASSEO-UHFFFAOYSA-M
17,YER072W,BWNPJEJDQASSEO-UHFFFAOYSA-M
18,YMR121C,BWNPJEJDQASSEO-UHFFFAOYSA-M
19,YMR121C,BWNPJEJDQASSEO-UHFFFAOYSA-M
20,YBR195C,BWNPJEJDQASSEO-UHFFFAOYSA-M
21,YBR195C,BWNPJEJDQASSEO-UHFFFAOYSA-M
22,YGL087C,BWNPJEJDQASSEO-UHFFFAOYSA-M
23,YGL087C,BWNPJEJDQASSEO-UHFFFAOYSA-M
24,YMR073C,BWNPJEJDQASSEO-UHFFFAOYSA-M
25,YMR073C,BWNPJEJDQASSEO-UHFFFAOYSA-M
26,YBR003W,BWNPJEJDQASSEO-UHFFFAOYSA-M
27,YBR003W,BWNPJEJDQASSEO-UHFFFAOYSA-M
28,YGL019W,BWNPJEJDQASSEO-UHFFFAOYSA-M
29,YGL019W,BWNPJEJDQASSEO-UHFFFAOYSA-M
30,YCR034W,BWNPJEJDQASSEO-UHFFFAOYSA-M
31,YCR034W,BWNPJEJDQASSEO-UHFFFAOYSA-M
32,YCR094W,BWNPJEJDQASSEO-UHFFFAOYSA-M
33,YCR094W,BWNPJEJDQASSEO-UHFFFAOYSA-M
34,YNR007C,BWNPJEJDQASSEO-UHFFFAOYSA-M
35,YNR007C,BWNPJEJDQASSEO-UHFFFAOYSA-M
36,YML126C,XUKUURHRXDUEBC-UHFFFAOYSA-N
37,YML126C,XUKUURHRXDUEBC-UHFFFAOYSA-N
38,YCR093W,XUKUURHRXDUEBC-UHFFFAOYSA-N
39,YCR093W,XUKUURHRXDUEBC-UHFFFAOYSA-N
40,YOR153W,PCZOHLXUXFIOCF-UHFFFAOYSA-N
41,YOR153W,PCZOHLXUXFIOCF-UHFFFAOYSA-N
42,YML126C,PCZOHLXUXFIOCF-UHFFFAOYSA-N
43,YML126C,PCZOHLXUXFIOCF-UHFFFAOYSA-N
44,YDR059C,RYAUSSKQMZRMAI-UHFFFAOYSA-N
45,YDR059C,RYAUSSKQMZRMAI-UHFFFAOYSA-N
46,YLR277C,RYAUSSKQMZRMAI-UHFFFAOYSA-N
47,YLR277C,RYAUSSKQMZRMAI-UHFFFAOYSA-N
48,YHR161C,RYAUSSKQMZRMAI-UHFFFAOYSA-N
49,YHR161C,RYAUSSKQMZRMAI-UHFFFAOYSA-N
50,YDR416W,RYAUSSKQMZRMAI-UHFFFAOYSA-N
51,YDR416W,RYAUSSKQMZRMAI-UHFFFAOYSA-N
52,YOR153W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
53,YOR153W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
54,YGR253C,RYHCACJBKCOBTJ-UHFFFAOYSA-N
55,YGR253C,RYHCACJBKCOBTJ-UHFFFAOYSA-N
56,YER136W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
57,YER136W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
58,YGL011C,RYHCACJBKCOBTJ-UHFFFAOYSA-N
59,YGL011C,RYHCACJBKCOBTJ-UHFFFAOYSA-N
60,YOL038W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
61,YOL038W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
62,YJL001W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
63,YJL001W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
64,YCR036W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
65,YCR036W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
66,YOR157C,RYHCACJBKCOBTJ-UHFFFAOYSA-N
67,YOR157C,RYHCACJBKCOBTJ-UHFFFAOYSA-N
68,YGL207W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
69,YGL207W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
70,YKR002W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
71,YKR002W,RYHCACJBKCOBTJ-UHFFFAOYSA-N
72,YPL273W,QRWVOJLTHSRPOA-UHFFFAOYSA-N
73,YPL273W,QRWVOJLTHSRPOA-UHFFFAOYSA-N
74,YPL273W,XRECTZIEBJDKEO-UHFFFAOYSA-N
75,YPL273W,XRECTZIEBJDKEO-UHFFFAOYSA-N
76,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
77,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
78,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
79,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
80,YPL273W,USZYSDMBJDPRIF-XCKHQVGJSA-N
81,YPL273W,USZYSDMBJDPRIF-XCKHQVGJSA-N
82,YPL273W,KKAJSJJFBSOMGS-UHFFFAOYSA-N
83,YPL273W,KKAJSJJFBSOMGS-UHFFFAOYSA-N
84,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
85,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
86,YPL273W,RMMXTBMQSGEXHJ-UHFFFAOYSA-N
87,YPL273W,RMMXTBMQSGEXHJ-UHFFFAOYSA-N
88,YPL273W,APKFDSVGJQXUKY-ABNSSFQBSA-N
89,YPL273W,APKFDSVGJQXUKY-ABNSSFQBSA-N
90,YPL273W,APKFDSVGJQXUKY-UHFFFAOYSA-N
91,YPL273W,APKFDSVGJQXUKY-UHFFFAOYSA-N
92,YPL273W,APKFDSVGJQXUKY-INPOYWNPSA-N
93,YPL273W,APKFDSVGJQXUKY-INPOYWNPSA-N
94,YPL273W,APKFDSVGJQXUKY-UPWJBAEMSA-N
95,YPL273W,APKFDSVGJQXUKY-UPWJBAEMSA-N
96,YPL273W,QPVXKIMLGZQSRP-QCQJOOAYSA-N
97,YPL273W,QPVXKIMLGZQSRP-QCQJOOAYSA-N
98,YPL273W,GVMUFFMCUCUGSJ-MYEIURJPSA-N
99,YPL273W,GVMUFFMCUCUGSJ-MYEIURJPSA-N
100,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
101,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
102,YPL273W,XCPGHVQEEXUHNC-UHFFFAOYSA-N
103,YPL273W,XCPGHVQEEXUHNC-UHFFFAOYSA-N
104,YPL273W,QDTNJAYLSJACEQ-UHFFFAOYSA-N
105,YPL273W,QDTNJAYLSJACEQ-UHFFFAOYSA-N
106,YPL273W,TVDGLYCGPBWLCV-UHFFFAOYSA-N
107,YPL273W,TVDGLYCGPBWLCV-UHFFFAOYSA-N
108,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
109,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
110,YPL273W,SGPJMFVJKNVPLI-CJXLBUIWSA-N
111,YPL273W,SGPJMFVJKNVPLI-CJXLBUIWSA-N
112,YPL273W,IOASYARYEYRREA-UHFFFAOYSA-N
113,YPL273W,IOASYARYEYRREA-UHFFFAOYSA-N
114,YPL273W,IOASYARYEYRREA-LQAJYKIKSA-N
115,YPL273W,IOASYARYEYRREA-LQAJYKIKSA-N
116,YPL273W,SGPJMFVJKNVPLI-DEAPNYEDSA-N
117,YPL273W,SGPJMFVJKNVPLI-DEAPNYEDSA-N
118,YPL273W,XUKUURHRXDUEBC-KAYWLYCHSA-N
119,YPL273W,XUKUURHRXDUEBC-KAYWLYCHSA-N
120,YPL273W,FQCKMBLVYCEXJB-MNSAWQCASA-L
121,YPL273W,FQCKMBLVYCEXJB-MNSAWQCASA-L
122,YPL273W,XUKUURHRXDUEBC-SVBPBHIXSA-N
123,YPL273W,XUKUURHRXDUEBC-SVBPBHIXSA-N
124,YPL273W,DMLAVOWQYNRWNQ-BUHFOSPRSA-N
125,YPL273W,DMLAVOWQYNRWNQ-BUHFOSPRSA-N
126,YPL273W,DMLAVOWQYNRWNQ-UHFFFAOYSA-N
127,YPL273W,DMLAVOWQYNRWNQ-UHFFFAOYSA-N
128,YPL273W,GHBAYRBVXCRIHT-VIFPVBQESA-N
129,YPL273W,GHBAYRBVXCRIHT-VIFPVBQESA-N
130,YPL273W,GIJXKZJWITVLHI-RTBURBONSA-N
131,YPL273W,GIJXKZJWITVLHI-RTBURBONSA-N
132,YPL273W,GIJXKZJWITVLHI-UHFFFAOYSA-N
133,YPL273W,GIJXKZJWITVLHI-UHFFFAOYSA-N
134,YPL273W,CPFJLLXFNPCTDW-STYNFMPRSA-N
135,YPL273W,CPFJLLXFNPCTDW-STYNFMPRSA-N
136,YPL273W,CPFJLLXFNPCTDW-UHFFFAOYSA-N
137,YPL273W,CPFJLLXFNPCTDW-UHFFFAOYSA-N
138,YPL273W,GIJXKZJWITVLHI-YOFSQIOKSA-N
139,YPL273W,GIJXKZJWITVLHI-YOFSQIOKSA-N
140,YPL273W,DYCZPNLVHCSMCU-UHFFFAOYSA-N
141,YPL273W,DYCZPNLVHCSMCU-UHFFFAOYSA-N
142,YPL273W,JFIOVJDNOJYLKP-UHFFFAOYSA-N
143,YPL273W,JFIOVJDNOJYLKP-UHFFFAOYSA-N
144,YPL273W,OJCKRNPLOZHAOU-SLNPHPKOSA-N
145,YPL273W,OJCKRNPLOZHAOU-SLNPHPKOSA-N
146,YPL273W,OJCKRNPLOZHAOU-HBJZAWFCSA-N
147,YPL273W,OJCKRNPLOZHAOU-HBJZAWFCSA-N
148,YPL273W,OJCKRNPLOZHAOU-UGKRXNSESA-N
149,YPL273W,OJCKRNPLOZHAOU-UGKRXNSESA-N
150,YPL273W,OJCKRNPLOZHAOU-UHFFFAOYSA-N
151,YPL273W,OJCKRNPLOZHAOU-UHFFFAOYSA-N
152,YPL273W,OJCKRNPLOZHAOU-LYSYYEAKSA-N
153,YPL273W,OJCKRNPLOZHAOU-LYSYYEAKSA-N
154,YPL273W,MXJWRABVEGLYDG-UHFFFAOYSA-N
155,YPL273W,MXJWRABVEGLYDG-UHFFFAOYSA-N
156,YPL273W,FKAWLXNLHHIHLA-TZCOLPKLSA-N
157,YPL273W,FKAWLXNLHHIHLA-TZCOLPKLSA-N
158,YPL273W,FKAWLXNLHHIHLA-BUWZWOAVSA-N
159,YPL273W,FKAWLXNLHHIHLA-BUWZWOAVSA-N
160,YPL273W,FKAWLXNLHHIHLA-YCBIHMBMSA-N
161,YPL273W,FKAWLXNLHHIHLA-YCBIHMBMSA-N
162,YPL273W,FKAWLXNLHHIHLA-DTKJRVIJSA-N
163,YPL273W,FKAWLXNLHHIHLA-DTKJRVIJSA-N
164,YPL273W,NMTNUQBORQILRK-XCVPVQRUSA-N
165,YPL273W,NMTNUQBORQILRK-XCVPVQRUSA-N
166,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
167,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
168,YPL273W,DHZBEENLJMYSHQ-UHFFFAOYSA-N
169,YPL273W,DHZBEENLJMYSHQ-UHFFFAOYSA-N
170,YPL273W,DHZBEENLJMYSHQ-XCVPVQRUSA-N
171,YPL273W,DHZBEENLJMYSHQ-XCVPVQRUSA-N
172,YPL273W,DHZBEENLJMYSHQ-XCVPVQRUSA-N
173,YPL273W,DHZBEENLJMYSHQ-XCVPVQRUSA-N
174,YPL273W,DHZBEENLJMYSHQ-MLTZYSBQSA-N
175,YPL273W,DHZBEENLJMYSHQ-MLTZYSBQSA-N
176,YPL273W,DHZBEENLJMYSHQ-OBDNUKKESA-N
177,YPL273W,DHZBEENLJMYSHQ-OBDNUKKESA-N
178,YPL273W,JCKYGMPEJWAADB-UHFFFAOYSA-N
179,YPL273W,JCKYGMPEJWAADB-UHFFFAOYSA-N
180,YPL273W,GLVAUDGFNGKCSF-UHFFFAOYSA-N
181,YPL273W,GLVAUDGFNGKCSF-UHFFFAOYSA-N
182,YPL273W,BSJGASKRWFKGMV-UHFFFAOYSA-L
183,YPL273W,BSJGASKRWFKGMV-UHFFFAOYSA-L
184,YPL273W,N/A
185,YPL273W,N/A
186,YPL273W,BASFCYQUMIYNBI-UHFFFAOYSA-N
187,YPL273W,BASFCYQUMIYNBI-UHFFFAOYSA-N
188,YPL273W,LXZZYRPGZAFOLE-UHFFFAOYSA-L
189,YPL273W,LXZZYRPGZAFOLE-UHFFFAOYSA-L
190,YPL273W,ZSWDZQGVDJWLBK-UHFFFAOYSA-N
191,YPL273W,ZSWDZQGVDJWLBK-UHFFFAOYSA-N
192,YPL273W,JLWQFKMKUKQXMW-FSPLSTOPSA-N
193,YPL273W,JLWQFKMKUKQXMW-FSPLSTOPSA-N
194,YPL273W,JLWQFKMKUKQXMW-IYSWYEEDSA-N
195,YPL273W,JLWQFKMKUKQXMW-IYSWYEEDSA-N
196,YPL273W,VNFPBHJOKIVQEB-UHFFFAOYSA-N
197,YPL273W,VNFPBHJOKIVQEB-UHFFFAOYSA-N
198,YPL273W,CTQMJYWDVABFRZ-UHFFFAOYSA-N
199,YPL273W,CTQMJYWDVABFRZ-UHFFFAOYSA-N
200,YPL273W,ZUXABONWMNSFBN-UHFFFAOYSA-N
201,YPL273W,ZUXABONWMNSFBN-UHFFFAOYSA-N
202,YPL273W,PDYBUYVOPAJLKP-UHFFFAOYSA-M
203,YPL273W,PDYBUYVOPAJLKP-UHFFFAOYSA-M
204,YPL273W,GOEJQGGEIVSVOK-UHFFFAOYSA-N
205,YPL273W,GOEJQGGEIVSVOK-UHFFFAOYSA-N
206,YPL273W,KRPNDEFBHRAWPW-UHFFFAOYSA-M
207,YPL273W,KRPNDEFBHRAWPW-UHFFFAOYSA-M
208,YPL273W,JPEQATLMKATGAQ-JOONIPAFSA-N
209,YPL273W,JPEQATLMKATGAQ-JOONIPAFSA-N
210,YPL273W,UHDGCWIWMRVCDJ-CCXZUQQUSA-N
211,YPL273W,UHDGCWIWMRVCDJ-CCXZUQQUSA-N
212,YPL273W,UHDGCWIWMRVCDJ-UHFFFAOYSA-N
213,YPL273W,UHDGCWIWMRVCDJ-UHFFFAOYSA-N
214,YPL273W,UHDGCWIWMRVCDJ-XVFCMESISA-N
215,YPL273W,UHDGCWIWMRVCDJ-XVFCMESISA-N
216,YPL273W,KCURWTAZOZXKSJ-JBMRGDGGSA-N
217,YPL273W,KCURWTAZOZXKSJ-JBMRGDGGSA-N
218,YPL273W,UHDGCWIWMRVCDJ-STUHELBRSA-N
219,YPL273W,UHDGCWIWMRVCDJ-STUHELBRSA-N
220,YPL273W,UHDGCWIWMRVCDJ-PSQAKQOGSA-N
221,YPL273W,UHDGCWIWMRVCDJ-PSQAKQOGSA-N
222,YPL273W,UHDGCWIWMRVCDJ-PXBUCIJWSA-N
223,YPL273W,UHDGCWIWMRVCDJ-PXBUCIJWSA-N
224,YPL273W,KCURWTAZOZXKSJ-UHFFFAOYSA-N
225,YPL273W,KCURWTAZOZXKSJ-UHFFFAOYSA-N
226,YPL273W,UHDGCWIWMRVCDJ-MLQRGLMKSA-N
227,YPL273W,UHDGCWIWMRVCDJ-MLQRGLMKSA-N
228,YPL273W,UHDGCWIWMRVCDJ-JDNPWWSISA-N
229,YPL273W,UHDGCWIWMRVCDJ-JDNPWWSISA-N
230,YPL273W,IPDMWUNUULAXLU-UHFFFAOYSA-N
231,YPL273W,IPDMWUNUULAXLU-UHFFFAOYSA-N
232,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
233,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
234,YPL273W,HUPFGZXOMWLGNK-UHFFFAOYSA-N
235,YPL273W,HUPFGZXOMWLGNK-UHFFFAOYSA-N
236,YPL273W,BZEWSEKUUPWQDQ-UHFFFAOYSA-N
237,YPL273W,BZEWSEKUUPWQDQ-UHFFFAOYSA-N
238,YPL273W,WFJIVOKAWHGMBH-UHFFFAOYSA-N
239,YPL273W,WFJIVOKAWHGMBH-UHFFFAOYSA-N
240,YPL273W,KNZADIMHVBBPOA-UHFFFAOYSA-N
241,YPL273W,KNZADIMHVBBPOA-UHFFFAOYSA-N
242,YPL273W,KNZADIMHVBBPOA-UHFFFAOYSA-M
243,YPL273W,KNZADIMHVBBPOA-UHFFFAOYSA-M
244,YPL273W,QJJXYPPXXYFBGM-LFZNUXCKSA-N
245,YPL273W,QJJXYPPXXYFBGM-LFZNUXCKSA-N
246,YPL273W,RFHAOTPXVQNOHP-UHFFFAOYSA-N
247,YPL273W,RFHAOTPXVQNOHP-UHFFFAOYSA-N
248,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
249,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
250,YPL273W,LPEPZBJOKDYZAD-UHFFFAOYSA-N
251,YPL273W,LPEPZBJOKDYZAD-UHFFFAOYSA-N
252,YPL273W,LPEPZBJOKDYZAD-UHFFFAOYSA-M
253,YPL273W,LPEPZBJOKDYZAD-UHFFFAOYSA-M
254,YPL273W,PBBGSZCBWVPOOL-UHFFFAOYSA-N
255,YPL273W,PBBGSZCBWVPOOL-UHFFFAOYSA-N
256,YPL273W,PBBGSZCBWVPOOL-HDICACEKSA-N
257,YPL273W,PBBGSZCBWVPOOL-HDICACEKSA-N
258,YPL273W,PBBGSZCBWVPOOL-ROUUACIJSA-N
259,YPL273W,PBBGSZCBWVPOOL-ROUUACIJSA-N
260,YPL273W,PBBGSZCBWVPOOL-ZENAZSQFSA-N
261,YPL273W,PBBGSZCBWVPOOL-ZENAZSQFSA-N
262,YPL273W,XDXDZDZNSLXDNA-TZNDIEGXSA-N
263,YPL273W,XDXDZDZNSLXDNA-TZNDIEGXSA-N
264,YPL273W,XDXDZDZNSLXDNA-UHFFFAOYSA-N
265,YPL273W,XDXDZDZNSLXDNA-UHFFFAOYSA-N
266,YPL273W,JVHPTYWUBOQMBP-NSESVTCLSA-N
267,YPL273W,JVHPTYWUBOQMBP-NSESVTCLSA-N
268,YPL273W,KMIBSUUWQWSRQV-KESCCHOKSA-N
269,YPL273W,KMIBSUUWQWSRQV-KESCCHOKSA-N
270,YPL273W,JVHPTYWUBOQMBP-RVFAQHLVSA-N
271,YPL273W,JVHPTYWUBOQMBP-RVFAQHLVSA-N
272,YPL273W,CRDNMYFJWFXOCH-UHFFFAOYSA-N
273,YPL273W,CRDNMYFJWFXOCH-UHFFFAOYSA-N
274,YPL273W,CRDNMYFJWFXOCH-UHFFFAOYSA-N
275,YPL273W,CRDNMYFJWFXOCH-UHFFFAOYSA-N
276,YPL273W,CRDNMYFJWFXOCH-UHFFFAOYSA-N
277,YPL273W,CRDNMYFJWFXOCH-UHFFFAOYSA-N
278,YPL273W,YVLFFUSZFGCFFW-UHFFFAOYSA-N
279,YPL273W,YVLFFUSZFGCFFW-UHFFFAOYSA-N
280,YPL273W,VHVPQPYKVGDNFY-ZPGVKDDISA-N
281,YPL273W,VHVPQPYKVGDNFY-ZPGVKDDISA-N
282,YPL273W,VHVPQPYKVGDNFY-UHFFFAOYSA-N
283,YPL273W,VHVPQPYKVGDNFY-UHFFFAOYSA-N
284,YPL273W,VHVPQPYKVGDNFY-AVQIMAJZSA-N
285,YPL273W,VHVPQPYKVGDNFY-AVQIMAJZSA-N
286,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
287,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
288,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
289,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
290,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
291,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
292,YPL273W,KQPYUDDGWXQXHS-UHFFFAOYSA-N
293,YPL273W,KQPYUDDGWXQXHS-UHFFFAOYSA-N
294,YPL273W,CWPGNVFCJOPXFB-UHFFFAOYSA-N
295,YPL273W,CWPGNVFCJOPXFB-UHFFFAOYSA-N
296,YPL273W,NUAJSCFXZDPNDB-UHFFFAOYSA-N
297,YPL273W,NUAJSCFXZDPNDB-UHFFFAOYSA-N
298,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
299,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
300,YPL273W,PCZOHLXUXFIOCF-BXMDZJJMSA-N
301,YPL273W,PCZOHLXUXFIOCF-BXMDZJJMSA-N
302,YPL273W,PCZOHLXUXFIOCF-ZYFIBHMZSA-N
303,YPL273W,PCZOHLXUXFIOCF-ZYFIBHMZSA-N
304,YPL273W,PCZOHLXUXFIOCF-RZIVEKHBSA-N
305,YPL273W,PCZOHLXUXFIOCF-RZIVEKHBSA-N
306,YPL273W,PCZOHLXUXFIOCF-YIHZSZSYSA-N
307,YPL273W,PCZOHLXUXFIOCF-YIHZSZSYSA-N
308,YPL273W,OPXLLQIJSORQAM-UHFFFAOYSA-N
309,YPL273W,OPXLLQIJSORQAM-UHFFFAOYSA-N
310,YPL273W,HAWPXGHAZFHHAD-UHFFFAOYSA-N
311,YPL273W,HAWPXGHAZFHHAD-UHFFFAOYSA-N
312,YPL273W,QZIQJVCYUQZDIR-UHFFFAOYSA-N
313,YPL273W,QZIQJVCYUQZDIR-UHFFFAOYSA-N
314,YPL273W,SYNHCENRCUAUNM-UHFFFAOYSA-N
315,YPL273W,SYNHCENRCUAUNM-UHFFFAOYSA-N
316,YPL273W,AFLXUQUGROGEFA-UHFFFAOYSA-N
317,YPL273W,AFLXUQUGROGEFA-UHFFFAOYSA-N
318,YPL273W,NNLIGLZIWQGGJT-UHFFFAOYSA-N
319,YPL273W,NNLIGLZIWQGGJT-UHFFFAOYSA-N
320,YPL273W,BYBLEWFAAKGYCD-UHFFFAOYSA-N
321,YPL273W,BYBLEWFAAKGYCD-UHFFFAOYSA-N
322,YPL273W,MCCACAIVAXEFAL-UHFFFAOYSA-N
323,YPL273W,MCCACAIVAXEFAL-UHFFFAOYSA-N
324,YPL273W,NWIBSHFKIJFRCO-WUDYKRTCSA-N
325,YPL273W,NWIBSHFKIJFRCO-WUDYKRTCSA-N
326,YPL273W,UUKWKUSGGZNXGA-UHFFFAOYSA-N
327,YPL273W,UUKWKUSGGZNXGA-UHFFFAOYSA-N
328,YPL273W,JAABVEXCGCXWRR-UHFFFAOYSA-N
329,YPL273W,JAABVEXCGCXWRR-UHFFFAOYSA-N
330,YPL273W,JAABVEXCGCXWRR-LAXKNYFCSA-N
331,YPL273W,JAABVEXCGCXWRR-LAXKNYFCSA-N
332,YPL273W,JAABVEXCGCXWRR-FBXFSONDSA-N
333,YPL273W,JAABVEXCGCXWRR-FBXFSONDSA-N
334,YPL273W,DYYIUCVAQGRACE-KGSXXDOSSA-N
335,YPL273W,DYYIUCVAQGRACE-KGSXXDOSSA-N
336,YPL273W,HCWMKYJXEHVNHX-UHFFFAOYSA-M
337,YPL273W,HCWMKYJXEHVNHX-UHFFFAOYSA-M
338,YPL273W,BIIFPBLHBAQCTJ-UHFFFAOYSA-N
339,YPL273W,BIIFPBLHBAQCTJ-UHFFFAOYSA-N
340,YPL273W,SYMJDFDLDCWYIY-UHFFFAOYSA-N
341,YPL273W,SYMJDFDLDCWYIY-UHFFFAOYSA-N
342,YPL273W,WWPRGAYLRGSOSU-RNROJPEYSA-M
343,YPL273W,WWPRGAYLRGSOSU-RNROJPEYSA-M
344,YPL273W,WWPRGAYLRGSOSU-UHFFFAOYSA-M
345,YPL273W,WWPRGAYLRGSOSU-UHFFFAOYSA-M
346,YPL273W,SYMJDFDLDCWYIY-PACPFTIFSA-M
347,YPL273W,SYMJDFDLDCWYIY-PACPFTIFSA-M
348,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
349,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
350,YPL273W,CDSMSBUVCWHORP-UHFFFAOYSA-N
351,YPL273W,CDSMSBUVCWHORP-UHFFFAOYSA-N
352,YPL273W,SBNFWQZLDJGRLK-UHFFFAOYSA-N
353,YPL273W,SBNFWQZLDJGRLK-UHFFFAOYSA-N
354,YPL273W,SBNFWQZLDJGRLK-NHCUHLMSSA-N
355,YPL273W,SBNFWQZLDJGRLK-NHCUHLMSSA-N
356,YPL273W,SBNFWQZLDJGRLK-RTWAWAEBSA-N
357,YPL273W,SBNFWQZLDJGRLK-RTWAWAEBSA-N
358,YPL273W,SBNFWQZLDJGRLK-LEWJYISDSA-N
359,YPL273W,SBNFWQZLDJGRLK-LEWJYISDSA-N
360,YPL273W,SBNFWQZLDJGRLK-SFTDATJTSA-N
361,YPL273W,SBNFWQZLDJGRLK-SFTDATJTSA-N
362,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
363,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
364,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
365,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
366,YPL273W,IENZQIKPVFGBNW-UHFFFAOYSA-N
367,YPL273W,IENZQIKPVFGBNW-UHFFFAOYSA-N
368,YPL273W,WFXFYZULCQKPIP-UHFFFAOYSA-N
369,YPL273W,WFXFYZULCQKPIP-UHFFFAOYSA-N
370,YPL273W,RJKFOVLPORLFTN-LEKSSAKUSA-N
371,YPL273W,RJKFOVLPORLFTN-LEKSSAKUSA-N
372,YPL273W,RJKFOVLPORLFTN-UHFFFAOYSA-N
373,YPL273W,RJKFOVLPORLFTN-UHFFFAOYSA-N
374,YPL273W,RJKFOVLPORLFTN-HQZYFCCVSA-N
375,YPL273W,RJKFOVLPORLFTN-HQZYFCCVSA-N
376,YPL273W,RJKFOVLPORLFTN-OYEBDCLDSA-N
377,YPL273W,RJKFOVLPORLFTN-OYEBDCLDSA-N
378,YPL273W,XXPDBLUZJRXNNZ-UHFFFAOYSA-N
379,YPL273W,XXPDBLUZJRXNNZ-UHFFFAOYSA-N
380,YPL273W,UDKVBVICMUEIKS-UHFFFAOYSA-N
381,YPL273W,UDKVBVICMUEIKS-UHFFFAOYSA-N
382,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
383,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
384,YPL273W,OWPCHSCAPHNHAV-QIPOKPRISA-N
385,YPL273W,OWPCHSCAPHNHAV-QIPOKPRISA-N
386,YPL273W,OWPCHSCAPHNHAV-ZIVUNMQOSA-N
387,YPL273W,OWPCHSCAPHNHAV-ZIVUNMQOSA-N
388,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
389,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
390,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
391,YPL273W,XTPOJZQDRYWGAK-UHFFFAOYSA-P
392,YPL273W,FVLVBPDQNARYJU-UHFFFAOYSA-N
393,YPL273W,FVLVBPDQNARYJU-UHFFFAOYSA-N
